"Rank","NCT Number","Title","Recruitment","Study Results","Conditions","Interventions","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Types","Study Designs","Other IDs","First Received","Start Date","Completion Date","Last Updated","Last Verified","Results First Received","Acronym","Primary Completion Date","Outcome Measures","URL"
565,"NCT02758366","Prolonged Exposure to Doxorubicin in Patients With Glioblastoma Multiforme and Diffuse Intrinsic Pontine Glioma","Recruiting","No Results Available","Glioblastoma (GBM)|DIPG","Drug: Doxorubicin","Meyer Children's Hospital","All","3 Years to 30 Years   (Child, Adult)","Phase 2","20","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","GBMTMZ/DOX2015|2015-002307-28","April 27, 2016","February 2016","July 2020","April 28, 2016","April 2016","No Study Results Posted","null","July 2020","Time to early discontinuation of the study drug (doxorubicin)|Number of participants with treatment-related serious adverse events (SAE) as assessed by CTCAE v4.0|Number of patients who died for SAE as assessed by CTCAE v4.0|Number of patients who undergone to withdrawal of doxorubicin|Event free survival|Overall survival|Progression free survival|Rate of treatment response","https://ClinicalTrials.gov/show/NCT02758366"
566,"NCT00961844","Trial for Vaccine Therapy With Dendritic Cells in Patients With Metastatic Malignant Melanoma","Terminated","No Results Available","Metastatic Malignant Melanoma","Biological: Dendritic cells - transfected with hTERT-, survivin- and tumor cell derived mRNA + ex vivo T cell expansion and reinfusion|Drug: Temozolomide","Oslo University Hospital","All","18 Years and older   (Adult, Senior)","Phase 1|Phase 2","15","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","DC-004|2008-006253-41","August 12, 2009","August 2009","June 2012","August 22, 2014","August 2014","No Study Results Posted","null","June 2012","Safety and toxicity of vaccination with DC transfected h-TERT mRNA, survivin mRNA and tumor cell mRNA, lymphodepletion treatment and T cell expansion and reinfusion in patients with metastatic malignant melanoma.|Evaluation of immunological responses, time to disease progression and survival time.","https://ClinicalTrials.gov/show/NCT00961844"
567,"NCT01467986","Multimodal Molecular Targeted Therapy to Treat Relapsed or Refractory High-risk Neuroblastoma","Recruiting","No Results Available","Neuroblastoma Recurrent","Drug: Dasatinib|Drug: Rapamycin|Drug: Irinotecan|Drug: Temozolomide|Drug: Irinotecan|Drug: Temozolomide","University of Regensburg","All","up to 25 Years   (Child, Adult)","Phase 2","114","Other","Interventional","Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: Open Label|Primary Purpose: Treatment","RIST-rNB-2011","October 27, 2011","August 2013","December 2018","December 29, 2016","December 2016","No Study Results Posted","RIST-rNB-2011","September 2018","The primary endpoint is progression-free survival (PFS)|Overall survival (OS)|Response to the investigational treatment after 4 and 8 courses of I/T and 1-year-follow-up in the RIST treatment arm|Duration until adequate response to this treatment regimen|Assessment of quality of life (Lansky and Karnofsky Scores)|Toxicity of this combination of drugs in children, adolescents and young adults with rNB|Safety and tolerability of the investigational treatment|Assessment of the prognostic relevance of International Neuroblastoma Risk Group (INRG) classification system on the event free survival|Prognostic relevance of defined factors on the event free survival in this patient population (i.e. response assessment of HVA, VMA, NSE)","https://ClinicalTrials.gov/show/NCT01467986"
568,"NCT00455286","a Phase II Study in Primary Central Nervous System Lymphoma","Unknown status","No Results Available","Primary Central Nervous System Lymphoma","Drug: Methotrexate|Drug: Methylprednisolone|Drug: Temozolomide","National Health Research Institutes, Taiwan|National Taiwan University Hospital|Mackay Memorial Hospital|China Medical University Hospital|National Cheng-Kung University Hospital|Chi Mei Medical Hospital|Taichung Veterans General Hospital","All","18 Years to 75 Years   (Adult, Senior)","Phase 2","25","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","T1406","April 2, 2007","November 2006","November 2011","April 3, 2007","April 2007","No Study Results Posted","null","null","Primary : To evaluate objective tumor response rate||Secondary : To assess toxicity profile|To assess time to disease progression","https://ClinicalTrials.gov/show/NCT00455286"
569,"NCT01409174","IPI Biochemotherapy for Chemonaive Patients With Metastatic Melanoma","Completed","No Results Available","Melanoma","Drug: Ipilimumab|Drug: Temozolomide|Drug: Cisplatin|Drug: Interferon Alfa-2b|Drug: Interleukin-2","M.D. Anderson Cancer Center|Bristol-Myers Squibb","All","18 Years to 65 Years   (Adult)","Phase 1|Phase 2","19","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","2011-0073|NCI-2011-02768","August 2, 2011","February 2013","May 2016","May 10, 2016","May 2016","No Study Results Posted","null","May 2016","Tumor Response by Participant using immune-related response criteria (irRC)","https://ClinicalTrials.gov/show/NCT01409174"
570,"NCT02573324","A Study of ABT-414 in Subjects With Newly Diagnosed Glioblastoma (GBM) With Epidermal Growth Factor Receptor (EGFR) Amplification","Recruiting","No Results Available","Glioblastoma|Gliosarcoma","Drug: ABT-414|Radiation: Radiation|Drug: Temozolomide|Drug: Placebo for ABT-414","AbbVie|Radiation Therapy Oncology Group","All","18 Years to 99 Years   (Adult, Senior)","Phase 2","720","Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Participant, Care Provider, Investigator|Primary Purpose: Treatment","M13-813|2015-001166-26","September 28, 2015","December 22, 2015","April 17, 2020","May 2, 2017","May 2017","No Study Results Posted","Intellance1","March 18, 2020","Progression Free Survival (PFS) for Phase 2b|Overall Survival (OS) for Phase 3|Progression Free Survival (PFS) for Phase 3|Overall Survival (OS) for Phase 2b|OS for the EGFRvIII-mutated tumor subgroup|PFS for EGFRvIII-mutated tumor subgroup|Number of days to deterioration in verbal memory (HVLT-R)|Number of days to deterioration in symptom severity score M.D. Anderson Symptom Inventory Brain Tumor Module (MDASI-BT)|Number of days to deterioration in symptom interference score (MDASI-BT)","https://ClinicalTrials.gov/show/NCT02573324"
571,"NCT01670890","Efficacy and Safety of TMZ Plus CDDP in the Patients With Recurrent Malignant Gliomas","Unknown status","No Results Available","Malignant Gliomas","Drug: TMZ|Drug: TMZ plus CDDP","Peking Union Medical College Hospital|Beijing Tiantan Hospital|Tianjin Medical University General Hospital","All","18 Years to 70 Years   (Adult, Senior)","Phase 2","120","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","pumch-neurosurgery-01","August 19, 2012","August 2012","null","August 21, 2012","August 2012","No Study Results Posted","null","August 2014","over all survival|progression free survival","https://ClinicalTrials.gov/show/NCT01670890"
572,"NCT00643097","Vaccine Therapy in Treating Patients With Newly Diagnosed Glioblastoma Multiforme","Completed","Has Results","Malignant Neoplasms of Brain","Biological: PEP-3 vaccine|Biological: sargramostim|Drug: Temozolomide","John Sampson|National Institute of Neurological Disorders and Stroke (NINDS)|Duke University","All","18 Years and older   (Adult, Senior)","Phase 2","40","Other|NIH","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","Pro00004040|P50NS020023|CDR0000589632|DUMC-5421","March 25, 2008","September 2007","November 2016","December 2, 2016","December 2016","January 6, 2014","ACTIVATe","January 2012","Humoral and Cellular Immune Response|Clinical Efficacy of Vaccination, in Terms of Progression-free Survival (PFS)|Response to Vaccination|Toxicity to PEP-3 Vaccine Immunization","https://ClinicalTrials.gov/show/NCT00643097"
573,"NCT00660543","MRI Study With Ferumoxytol in Assessing Early Response in Patients With Glioblastoma Multiforme Receiving Temozolomide and Radiation Therapy","Completed","Has Results","Adult Brain Glioblastoma","Drug: Gadolinium|Drug: Ferumoxytol Non-Stoichiometric Magnetite|Other: Dynamic Contrast-Enhanced Magnetic Resonance Imaging|Other: Dynamic Susceptibility Contrast-Enhanced Magnetic Resonance Imaging|Other: Diffusion Weighted Imaging|Other: MRI-Based Angiogram","OHSU Knight Cancer Institute|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","","14","Other|NIH","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Diagnostic","IRB00002753|NCI-2015-00224|SOL-06062-LX|813|NCI-2015-00204|8097|2753|P30CA069533","April 10, 2008","December 2006","June 2014","April 19, 2017","April 2017","February 12, 2016","null","June 2014","Mean Cerebral Blood Volume (CBV)|Tumor Progression on Conventional MR","https://ClinicalTrials.gov/show/NCT00660543"
574,"NCT01837862","A Phase I Study of Mebendazole for the Treatment of Pediatric Gliomas","Recruiting","No Results Available","Pilomyxoid Astrocytoma|Pilocytic Astrocytoma|Glioma, Astrocytic|Optic Nerve Glioma|Pleomorphic Xanthoastrocytoma|Glioblastoma Multiforme|Anaplastic Astrocytoma|Gliosarcoma|Diffuse Intrinsic Pontine Glioma|DIPG|Low-grade Glioma|Brainstem Glioma","Drug: Mebendazole|Drug: Vincristine|Drug: Carboplatin|Drug: Temozolomide|Drug: Bevacizumab|Drug: Irinotecan","Mark Atlas|Janssen Pharmaceuticals|Northwell Health","All","1 Year to 21 Years   (Child, Adult)","Phase 1|Phase 2","36","Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment","CCMC1411","April 16, 2013","April 2015","April 2020","January 30, 2017","January 2017","No Study Results Posted","null","April 2018","Maximally tolerated dose of mebendazole in combination with vincristine, carboplatin, and temozolomide|Maximally tolerated dose of mebendazole in combination with bevacizumab and irinotecan.|Survival of patients with low-grade gliomas|Survival of patients with high-grade gliomas|Frequency of cerebrospinal fluid (CSF) dissemination in pilomyxoid astrocytoma|Partial or complete response rate on MRI of patients with high-grade gliomas/pontine gliomas|Partial or complete response rate on MRI of patients with low-grade gliomas","https://ClinicalTrials.gov/show/NCT01837862"
575,"NCT01222221","Vaccine Therapy, Temozolomide, and Radiation Therapy in Treating Patients With Newly Diagnosed Glioblastoma Multiforme","Completed","No Results Available","Brain and Central Nervous System Tumors","Biological: glioblastoma multiforme multipeptide vaccine IMA950|Biological: sargramostim|Drug: temozolomide|Other: laboratory biomarker analysis|Other: pharmacological study|Procedure: adjuvant therapy|Radiation: radiation therapy","Cancer Research UK|immatics Biotechnologies GmbH","All","18 Years and older   (Adult, Senior)","Phase 1","45","Other|Industry","Interventional","Masking: Open Label|Primary Purpose: Treatment","CDR0000686559|CRUK-CR0902-11|EUDRACT-2009-015971-28","October 14, 2010","July 2010","February 2015","October 13, 2015","October 2015","No Study Results Posted","null","February 2015","Causality of each adverse event (AE) to glioblastoma multiform multi-antigen vaccine IMA950 and GM-CSF and AE severity according to NCI CTCAE Version 4.0|Total number of patients showing patient-individual T-cell responses against a single or multiple tumor-associated peptides (TUMAP) contained in the study vaccine IMA950 at one or more post-vaccination time points by HLA multimer analysis|Progression-free survival (PSF) at 6 and 9 months post-surgery as assessed by the Macdonald criteria from conventional gadolinium-enhanced MRI and clinical assessment|Correlation between steroid levels and observed T-cell responses|Correlation between O6-methyl-DNA-methyltransferase (MGMT) promoter methylation status in tumor tissue using methylation-specific polymerase chain reaction and clinical benefit (PFS at 6 months and 9 months)|Kinetics of vaccine-induced TUMAP responses including summary descriptions of the time of onset, sustainability, and magnitude of the observed response","https://ClinicalTrials.gov/show/NCT01222221"
576,"NCT01860638","A Comparison of Continuous Bevacizumab (Avastin) Treatment or Placebo in Addition to Lomustine Followed by Standard of Care After Disease Progression in Participants With Glioblastoma","Active, not recruiting","No Results Available","Glioblastoma","Drug: Bevacizumab|Drug: Lomustine|Drug: Placebo|Radiation: Radiotherapy|Drug: SOC|Drug: Temozolomide","Hoffmann-La Roche","All","18 Years and older   (Adult, Senior)","Phase 2","299","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double Blind (Participant, Investigator)|Primary Purpose: Treatment","MO28347|2012-003138-17","May 21, 2013","August 2013","December 2016","November 1, 2016","November 2016","No Study Results Posted","null","December 2016","Overall survival, defined as time from randomization (at PD1) to death from any cause|Health-related quality of life: EORTC QLQ-BN20|Resource utilization (EQ-5D)|Second-line progression-free survival|Third-line progression-free survival|Response rates: Proportion of participants with a best overall response of complete response (CR) or partial response (PR)|Disease control rates: Proportion of participants with a best overall response of CR, PR or stable disease|Duration of response|Incidence, nature and severity of adverse events|Health-related quality of life: European Organization for Research and Treatment of Cancer quality of life questionnaire (EORTC QLQ)-C30 and BN20|Neurocognitive function tests|Resource utilization (hospitalizations, EQ-5D)","https://ClinicalTrials.gov/show/NCT01860638"
577,"NCT02364206","Study of LY2228820 With Radiotherapy Plus Concomitant TMZ in the Treatment of Newly Diagnosed Glioblastoma","Recruiting","No Results Available","Adult Glioblastoma","Drug: LY2228820|Drug: Temozolomide|Radiation: radiotherapy","Centre Jean Perrin|National Cancer Institute, France|ARC Foundation for Cancer Research","All","18 Years to 75 Years   (Adult, Senior)","Phase 1|Phase 2","50","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","2013-005442-11","February 4, 2015","June 2015","February 2019","June 10, 2016","June 2016","No Study Results Posted","GLYRad","June 2018","maximum tolerated dose (MTD) (phase I) of LY2228820 in combination with TMZ and radiotherapy during chemoradiotherapy period|6-month Progression Free Survival (PFS) rate (phase II) defined as the rate of patients who not presented a progression at 6 months from the first dose of LY2228820|Safety profile according to NCI Common Toxicity Criteria for Adverse Effect (CTCAE) criteria version 4.03.|PFS|Overall Survival|12-month PFS rate defined as the rate of patients who not presented a progression at 12 months from the first dose of LY2228820|Objective response rate according to RANO criteria for patients with incomplete resection or only biopsy|The neurologic status evaluated by clinical assessment and Mini-Mental State Examination (MMSE) and evaluation of corticosteroid dosage|Pharmacokinetic of LY2228820 and TMZ (AUC0-12h)|MAPKAPK-2 activation|Validated biomarker of glioblastoma (MGMT, IDH1 (isocitrate dehydrogenase 1), pTEN (phosphatase and tensin homolog), p53)","https://ClinicalTrials.gov/show/NCT02364206"
578,"NCT01920191","Phase I/II Trial of IMA950 Multi-peptide Vaccine Plus Poly-ICLC in Glioblastoma","Completed","No Results Available","CNS Tumor, Adult","Biological: IMA 950|Biological: Poly ICLC|Other: Immunomonitoring","University Hospital, Geneva|immatics Biotechnologies GmbH|Oncovir, Inc.","All","18 Years and older   (Adult, Senior)","Phase 1|Phase 2","19","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","IMA950 Poly ICLC","July 31, 2013","August 2013","March 2016","April 19, 2016","April 2016","No Study Results Posted","null","March 2016","Tolerability and safety of IMA950 adjuvanted with Poly-ICLC when given together with temozolomide, using CTCAE V 4.0|6, 9 month progression free survival (PFS) using gadolinium enhanced MRI and clinical assessment according to revised RANO criteria|Overall survival (OS)|Immunologic endpoints","https://ClinicalTrials.gov/show/NCT01920191"
579,"NCT00014105","Combination Chemotherapy in Treating Patients With Recurrent Glioblastoma Multiforme","Unknown status","No Results Available","Brain and Central Nervous System Tumors","Drug: carboplatin|Drug: temozolomide","Atlantic Health System|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 1|Phase 2","null","Other","Interventional","Primary Purpose: Treatment","CDR0000068432|NYU-9948|SPRI-NYU-9948|NCI-G00-1907|NCI-V01-1650","April 10, 2001","December 2000","null","December 3, 2013","May 2002","No Study Results Posted","null","null","","https://ClinicalTrials.gov/show/NCT00014105"
580,"NCT02546102","Phase 3 Randomized, Double-blind, Controlled Study of ICT-107 in Glioblastoma","Recruiting","No Results Available","Glioblastoma Multiforme","Biological: ICT-107|Biological: Placebo","ImmunoCellular Therapeutics, Ltd.|Novella Clinical","All","18 Years and older   (Adult, Senior)","Phase 3","414","Industry|Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Participant, Care Provider, Investigator, Outcomes Assessor|Primary Purpose: Treatment","ICT-107-301","September 7, 2015","December 2015","December 2021","May 24, 2017","May 2017","No Study Results Posted","null","December 2019","Overall survival|Overall survival in patients with unmethylated MGMT tumors|Overall survival in patients with methylated MGMT (O6-methylguanine-DNA methyltransferase) tumors|Progression-free survival|Type and frequency of treatment emergent adverse events","https://ClinicalTrials.gov/show/NCT02546102"
581,"NCT02010606","Phase I Study of a Dendritic Cell Vaccine for Patients With Either Newly Diagnosed or Recurrent Glioblastoma","Recruiting","No Results Available","Glioblastoma|Glioblastoma Multiforme|Glioma|Astrocytoma|Brain Tumor","Biological: Dendritic cell vaccination, in addition to standard temozolomide chemotherapy and involved field radiation therapy|Biological: Dendritic cell vaccination, with optional bevacizumab treatment for patients previously treated with bevacizumab","Cedars-Sinai Medical Center","All","18 Years and older   (Adult, Senior)","Phase 1","40","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","33203","December 2, 2013","December 2013","null","March 29, 2016","March 2016","No Study Results Posted","null","October 2018","Assess safety and tolerability according to National Cancer Institute Common Toxicity Criteria for Adverse Events (NCI CTCAEs) Version 4.03|Assess the number of serious adverse events|Assess treatment-related toxicities|Evaluate Overall Survival (OS) and Progression-Free Survival (PFS)|Evaluate health-related quality of life parameters|Assess the overall response rate, defined as the percentage of patients showing either partial response or complete response, in patients with subtotal resection|Evaluate immune response by assessing cytotoxic T cell activity in vitro pre- vs post-vaccination|Assess tumor stem cell antigen expression","https://ClinicalTrials.gov/show/NCT02010606"
582,"NCT02414165","P2/3 Randomized Study of Toca 511 & Toca FC Versus SOC in Subjects Undergoing Surgery for Recurrent GBM/AA","Active, not recruiting","No Results Available","Glioblastoma Multiforme|Anaplastic Astrocytoma","Biological: Toca 511|Drug: Toca FC|Drug: Lomustine|Drug: Temozolomide|Biological: Bevacizumab","Tocagen Inc.","All","18 Years to 75 Years   (Adult, Senior)","Phase 2|Phase 3","187","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment","Tg 511-15-01","April 3, 2015","November 2015","September 2019","February 8, 2017","November 2016","No Study Results Posted","Toca5","November 2017","Compare overall survival between two arms (requires 116 events)","https://ClinicalTrials.gov/show/NCT02414165"
583,"NCT01507506","Phase III Study Comparing 2 Brain Conformational Radiotherapy in Combination With Chemotherapy in the Treatment of Glioblastoma","Recruiting","No Results Available","Glioblastoma","Radiation: Radiotherapy|Radiation: Experimental arm","Institut Claudius Regaud","All","18 Years and older   (Adult, Senior)","Phase 3","220","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","08 TETE 01","December 20, 2011","March 2011","March 2019","May 26, 2015","September 2014","No Study Results Posted","SPECTRO GLIO","March 2016","Overall survival defined as the time from randomization to the date of death or date of last follow-up news (censured data)|Progression-free survival, defined as the time from randomization to the date of progression or death|Safety evaluated according to the classification of NCI CTCAE (Common Terminology Criteria for Adverse Events)V3.0","https://ClinicalTrials.gov/show/NCT01507506"
584,"NCT00014092","Chemotherapy Followed by Biological Therapy in Treating Patients With Stage IV Melanoma That Cannot be Treated With Surgery","Completed","No Results Available","Melanoma (Skin)","Biological: aldesleukin|Biological: recombinant interferon alfa|Biological: sargramostim|Drug: temozolomide","Saint Francis Memorial Hospital|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 2","null","Other","Interventional","Primary Purpose: Treatment","CDR0000067958|SFMH-BB-IND-5301|NCI-V00-1591","April 10, 2001","December 1999","December 2003","March 25, 2013","March 2004","No Study Results Posted","null","null","","https://ClinicalTrials.gov/show/NCT00014092"
585,"NCT01618136","An Open-Label, Multicenter, Phase 1/2 Study of Poly(ADP-Ribose) Polymerase (PARP) Inhibitor E7449 as Single Agent in Subjects With Advanced Solid Tumors or With B-cell Malignancies and in Combination With Temozolomide (TMZ) or With Carboplatin and Paclitaxel in Subjects With Advanced Solid Tumors","Completed","No Results Available","Malignant Solid Tumour|Ovarian Cancer|Triple Negative Breast Cancer|Advanced Melanoma|B-cell Malignancy, Low-grade","Drug: E7449 alone|Drug: E7449 plus TMZ|Drug: E7449 plus carboplatin and paclitaxel","Eisai Limited|Eisai Inc.","All","18 Years and older   (Adult, Senior)","Phase 1|Phase 2","41","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","E7449-E044-101","May 14, 2012","January 2012","July 2015","November 15, 2016","October 2016","No Study Results Posted","null","July 2015","Phase 1 To determine the maximum tolerated dose of E7449 as a single agent|Phase 1 To determine the maximum tolerated dose of E7449 and in combination with TMZ|Phase 1 To determine the maximum tolerated dose of E7449 and in combination with carboplatin and paclitaxel|Phase 2 to assess the objective response rate of E7449 as a single agent in subjects with platinum sensitive recurrent high-grade serious ovarian cancer and subjects with relapsed and/or refractory ATM- deficient B-cell malignancies|Phase 2 to assess the objective response rate of E7447 in combination with TMZ in subjects with advanced melanoma|Phase 2 to assess the objective response rate of E7449 in combination with carboplatin and paclitaxel in subjects with metastatic triple negative breast cancer","https://ClinicalTrials.gov/show/NCT01618136"
586,"NCT01752491","A Phase I Trial of High-Dose Ascorbate in Glioblastoma Multiforme","Active, not recruiting","No Results Available","Glioblastoma|GBM|Glioblastoma Multiforme","Drug: Ascorbate|Drug: Temozolomide|Radiation: Radiation therapy","University of Iowa|National Institutes of Health (NIH)|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 1","13","Other|NIH","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","201211713|P30CA086862|U01CA140206","December 14, 2012","April 2013","March 2018","April 20, 2017","April 2017","No Study Results Posted","null","November 2015","Number of grade 3, 4, & 5 adverse events|Time to progression|Overall survival","https://ClinicalTrials.gov/show/NCT01752491"
587,"NCT00253487","Combination Chemotherapy and Radiation Therapy in Treating Younger Patients Who Are Undergoing an Autologous Stem Cell Transplant for Newly Diagnosed Gliomas","Completed","No Results Available","Brain and Central Nervous System Tumors","Drug: O6-benzylguanine|Drug: busulfan|Drug: temozolomide|Procedure: adjuvant therapy|Procedure: autologous bone marrow transplantation|Procedure: conventional surgery|Procedure: peripheral blood stem cell transplantation|Radiation: radiation therapy","Children's Hospital Medical Center, Cincinnati|National Cancer Institute (NCI)","All","5 Years to 55 Years   (Child, Adult)","","null","Other|NIH","Interventional","Primary Purpose: Treatment","CCHMC-04660|CDR0000446082|NCI-7036","November 11, 2005","August 2005","August 2012","January 3, 2014","January 2006","No Study Results Posted","null","August 2012","","https://ClinicalTrials.gov/show/NCT00253487"
588,"NCT00028795","Chemotherapy and Radiation Therapy After Surgery in Treating Children With Newly Diagnosed Astrocytoma, Glioblastoma Multiforme, Gliosarcoma, or Diffuse Intrinsic Pontine Glioma","Completed","No Results Available","Brain and Central Nervous System Tumors","Drug: temozolomide|Procedure: adjuvant therapy|Radiation: radiation therapy","Children's Oncology Group|National Cancer Institute (NCI)","All","3 Years to 21 Years   (Child, Adult)","Phase 2","170","Other|NIH","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","ACNS0126|COG-ACNS0126|CDR0000069135","January 4, 2002","December 2002","March 2012","February 19, 2014","February 2014","No Study Results Posted","null","September 2007","Improved outcome|Toxicity as assessed by NCI CTCAE v. 2.0","https://ClinicalTrials.gov/show/NCT00028795"
589,"NCT00897377","Treatment Strategy for Low-grade Gliomas","Terminated","No Results Available","Astrocytomas|Oligodendrogliomas|Oligoastrocytoma","Radiation: Radiation therapy|Drug: Temozolomide","Sun Yat-sen University","All","18 Years to 60 Years   (Adult)","Phase 3","500","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","YP2008009","May 8, 2009","December 2007","null","August 4, 2014","May 2009","No Study Results Posted","null","null","Efficacy of early radiation therapy in MRI-determined total resected LGGs: evaluated as 5-year progression-free survival.|Efficacy of early radiation therapy vs. initial chemotherapy with temozolomide in LGGs without total resection: evaluated as 5-year progression-free survival.","https://ClinicalTrials.gov/show/NCT00897377"
590,"NCT02288897","PV-10 vs Chemotherapy or Oncolytic Viral Therapy for Treatment of Locally Advanced Cutaneous Melanoma","Recruiting","No Results Available","Melanoma Recurrent","Drug: PV-10 (10% rose bengal disodium)|Drug: Dacarbazine, temozolomide or talimogene laherparepvec","Provectus Biopharmaceuticals, Inc.|Provectus Pharmaceuticals","All","18 Years and older   (Adult, Senior)","Phase 3","225","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment","PV-10-MM-31","November 4, 2014","April 2015","October 2018","May 19, 2017","May 2017","No Study Results Posted","null","September 2018","Progression-free survival (PFS)|Complete response rate (CRR)|Duration of complete response|Overall survival (OS)|Number of participants with adverse events","https://ClinicalTrials.gov/show/NCT02288897"
591,"NCT01458730","Nordic Study in Newly Diagnosed Primary Central Nervous System (CNS) Lymphoma","Active, not recruiting","No Results Available","Central Nervous System Lymphoma","Drug: Immunochemotherapy","University of Aarhus|Nordic Cancer Union|Roche Pharma AG|Mundipharma Pte Ltd.|Schering-Plough","All","18 Years to 75 Years   (Adult, Senior)","Phase 2","66","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","EudraCT No 2006-004772-12","September 15, 2011","May 2007","October 2020","November 15, 2012","November 2012","No Study Results Posted","null","October 2010","Overall survival|response rate|neurotoxicity","https://ClinicalTrials.gov/show/NCT01458730"
592,"NCT02254954","Clinical Study on Macitentan, RT and TMZ Concurrent Therapy Followed by Maintenance Macitentan and TMZ in Newly Diagnosed Glioblastoma","Completed","No Results Available","Glioblastoma","Drug: Macitentan in combination with RT and TMZ","Actelion","All","18 Years and older   (Adult, Senior)","Phase 1","30","Industry","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","AC-055-118","September 23, 2014","October 2014","September 2016","November 1, 2016","November 2016","No Study Results Posted","null","September 2016","Number of subjects with dose-limiting toxicities observed during the first 10 weeks of study treatment (i.e., 6 weeks of concurrent therapy with macitentan, RT and TMZ and 4 weeks of monotherapy with macitentan).|Plasma concentrations of endothelin-1|Plasma concentrations of macitentan and its metabolite|Area under the plasma concentration-time curve (AUCτ) for macitentan during one dosing interval for subjects treated with doses of macitentan 150 mg or higher|Peak plasma concentration (Cmax) of macitentan during one dosing interval for subjects treated with doses of macitentan 150 mg or higher|Time to reach peak plasma concentration (Tmax) of macitentan during one dosing interval for subjects treated with doses of macitentan 150 mg or higher|Number of adverse events (per Common Terminology Criteria for Adverse Events [CTCAE] criteria, version 4.03]) leading to premature discontinuation of study treatment|Number of subjects with marked laboratory abnormalities or abnormal electrocardiogram (ECG) findings|Change from baseline in pulse rate, systolic & diastolic blood pressure|Exploratory efficacy endpoint of proportion of subjects with progression free survival (PFS) at 6 and 12 months|Number of adverse events (per CTCAE] criteria, version 4.03]) as a measure of safety and tolerability.","https://ClinicalTrials.gov/show/NCT02254954"
593,"NCT00025558","Combination Chemotherapy Followed by Peripheral Stem Cell Transplantation or Bone Marrow Transplantation in Treating Patients With Brain Cancer","Completed","No Results Available","Brain and Central Nervous System Tumors","Biological: filgrastim|Drug: carboplatin|Drug: temozolomide|Drug: thiotepa|Procedure: autologous bone marrow transplantation|Procedure: peripheral blood stem cell transplantation","New York University School of Medicine|National Cancer Institute (NCI)","All","1 Year to 49 Years   (Child, Adult)","Phase 1","null","Other|NIH","Interventional","Primary Purpose: Treatment","CDR0000068973|P30CA016087|NYU-0006H|NCI-G01-2022","October 11, 2001","October 2000","null","March 25, 2011","March 2011","No Study Results Posted","null","May 2007","","https://ClinicalTrials.gov/show/NCT00025558"
