"Rank","NCT Number","Title","Recruitment","Study Results","Conditions","Interventions","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Types","Study Designs","Other IDs","First Received","Start Date","Completion Date","Last Updated","Last Verified","Results First Received","Acronym","Primary Completion Date","Outcome Measures","URL"
2415,"NCT00003163","Peripheral Stem Cell Transplantation in Treating Patients With Multiple Myeloma or Other B-cell Cancers","Unknown status","No Results Available","Lymphoma|Multiple Myeloma and Plasma Cell Neoplasm","Biological: filgrastim|Biological: sargramostim|Drug: cyclophosphamide|Drug: melphalan|Procedure: autologous bone marrow transplantation|Procedure: peripheral blood stem cell transplantation|Radiation: radiation therapy","Medical College of Wisconsin|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 2","10","Other","Interventional","Primary Purpose: Treatment","CDR0000065959|MCW-96110|MCW-HRRC-29196|NCI-V97-1368","November 1, 1999","September 1997","null","January 3, 2014","October 2002","No Study Results Posted","null","null","","https://ClinicalTrials.gov/show/NCT00003163"
2416,"NCT01461837","Haplo T-Cell Depleted Transplantation in High-Risk Sickle Cell Disease","Recruiting","No Results Available","Sickle Cell Disease","Drug: CD34 selected T-cell depleted allogeneic SCT","New York Medical College|Children's Hospital & Research Center Oakland|Medical College of Wisconsin|Washington University School of Medicine|Tufts Medical Center|University of California, San Francisco|University of California, Los Angeles|Miltenyi Biotec GmbH|Ann and Robert H. Lurie Children's Hospital of Chicago","All","2 Years to 20 Years   (Child, Adult)","Phase 2","20","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","NYMC526-4090|FD-R-0004090","October 19, 2011","January 2012","April 2019","May 5, 2017","May 2017","No Study Results Posted","HaploSCD","April 2018","Treatment related events|neurological/neurocognitive status|Pulmonary/pulmonary vascular status|Health-related quality of life","https://ClinicalTrials.gov/show/NCT01461837"
2417,"NCT00315133","Safety and Efficacy Study of Autologous Stem Cell Transplantation for Early Onset Type I Diabetes Mellitus","Completed","No Results Available","Type 1 Diabetes Mellitus","Procedure: Immunosuppression and autologous stem cell transplantation","University of Sao Paulo|Northwestern University|Genzyme, a Sanofi Company","All","12 Years to 35 Years   (Child, Adult)","Phase 1|Phase 2","25","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","HCFMRPUSP","April 13, 2006","December 2003","December 2014","January 13, 2017","January 2017","No Study Results Posted","null","December 2010","C-peptide levels|Transplant-related toxicity|Anti-GAD titres|Exogenous insulin dose|Hemoglobin A1C|Immunologic reconstitution parameters|Quality of Life","https://ClinicalTrials.gov/show/NCT00315133"
2418,"NCT00461747","GEM05 for Patients With Multiple Myeloma Under 65 Years","Completed","No Results Available","Multiple Myeloma","Drug: VBMCP/VBAD/Velcade|Drug: Thalidomide/Dexamethasone|Drug: Velcade/Thalidomide/Dexamethasone","PETHEMA Foundation","All","up to 65 Years   (Child, Adult)","Phase 3","390","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","2005-001110-41","April 17, 2007","March 2006","December 2008","September 17, 2009","September 2009","No Study Results Posted","GEM05MENOS65","December 2008","The primary objective is to compare safety and efficacy of three induction treatments: VBMCP-VBAD / Velcade versus Thalidomide / Dexamethasone versus Velcade / Thalidomide / Dexamethasone.|Evaluate the ability of stem cell mobilization after the treatments in order to do an autologous transplant. Otherwise this study wants to compare the safety and efficacy of the maintenance treatments: Interferón a-2b versus Thalidomide","https://ClinicalTrials.gov/show/NCT00461747"
2419,"NCT00686556","Total Marrow Irradiation for Refractory Acute Leukemia","Active, not recruiting","No Results Available","Acute Lymphoblastic Leukemia|Myelodysplastic Syndrome|Multiple Myeloma","Drug: cyclophosphamide|Drug: cyclosporine|Drug: Fludarabine|Drug: mycophenolate mofetil|Radiation: total marrow irradiation|Procedure: umbilical cord blood transplantation|Biological: Granulocyte colony-stimulating factor|Biological: HLA-matched related donor bone marrow","Masonic Cancer Center, University of Minnesota","All","up to 55 Years   (Child, Adult)","Phase 1","12","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","2007LS024|MT2006-24|0708M14041","May 29, 2008","August 2012","April 2017","December 7, 2016","December 2016","No Study Results Posted","null","February 2016","Maximum tolerated dose (MTD) of total marrow irradiation (TMI)|Incidence of neutrophil engraftment|Incidence of platelet engraftment|Incidence of complete donor chimerism|Incidence of transplantation-related mortality|Incidence of grade II-IV and grade III-IV acute graft-versus-host disease (GVHD) after transplantation|Incidence of chronic GVHD after transplantation|Incidence of relapse after transplantation|Disease-free survival after transplantation|Durability of remission based on presence of rapid early response after transplantation|Overall survival after transplantation","https://ClinicalTrials.gov/show/NCT00686556"
2420,"NCT02436707","Novel Combination Therapy in the Treatment of Relapsed and Refractory Aggressive B-Cell Lymphoma","Recruiting","No Results Available","Lymphoma","Drug: Ibrutinib|Drug: Rituximab|Drug: Gemcitabine|Drug: Dexamethasone|Drug: Cisplatin|Drug: Mesna|Drug: Cyclophosphamide|Drug: Etoposide|Drug: G-CSF","Canadian Cancer Trials Group|Janssen, LP","All","16 Years to 65 Years   (Child, Adult)","Phase 2","320","Other|Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment","LY17","May 4, 2015","May 5, 2015","December 2019","May 8, 2017","March 2017","No Study Results Posted","null","June 2019","Measure overall response rate|Number and severity of adverse events|Transplantation rate|Stem cell collection rate|Event free Survival Rate|Overall Survival","https://ClinicalTrials.gov/show/NCT02436707"
2421,"NCT01683279","A Pediatric Trial of Genetically Modified Autologous T Cells Directed Against CD19 for Relapsed CD19+ Acute Lymphoblastic Leukemia","Active, not recruiting","No Results Available","B Cell Leukemia","Biological: Autologous CD19 CAR+ EGFTt + T cells","Seattle Children's Hospital","All","1 Year to 26 Years   (Child, Adult)","Phase 1","18","Other","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","PLAT-01","September 7, 2012","December 2012","January 2031","May 1, 2017","May 2017","No Study Results Posted","null","January 2031","Number of Participant with Adverse Events|Persistence of the CD19 CAR+ T cells|Determine if there is anti-leukemic activity of the CD19 CAR+ T cells","https://ClinicalTrials.gov/show/NCT01683279"
2422,"NCT00723658","S0629, Observation or Combination Chemotherapy, Bortezomib, Thalidomide, and Rituximab Followed By Two Autologous Peripheral Blood Stem Cell Transplants in Treating Patients With Waldenstrom Macroglobulinemia","Withdrawn","No Results Available","Lymphoma","Biological: rituximab|Drug: bortezomib|Drug: carmustine|Drug: cisplatin|Drug: cyclophosphamide|Drug: cytarabine|Drug: dexamethasone|Drug: doxorubicin hydrochloride|Drug: etoposide|Drug: melphalan|Drug: thalidomide|Procedure: autologous-autologous tandem hematopoietic stem cell transplantation|Procedure: peripheral blood stem cell transplantation","Southwest Oncology Group|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 2","0","Other|NIH","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","S0629|U10CA032102","July 26, 2008","September 2008","null","March 5, 2015","March 2015","No Study Results Posted","null","May 2010","Progression-free survival at 3 years|Overall survival|Response rate (complete response, very good partial response, and partial response)|Standard prognostic factors and other potential correlates that may relate to progression, symptomatic disease, and/or survival|Toxicity","https://ClinicalTrials.gov/show/NCT00723658"
2423,"NCT01228331","Clofarabine or High-Dose Cytarabine and Pegaspargase in Children With ALL","Recruiting","No Results Available","Leukemia","Drug: Amsacrine|Drug: Clofarabine|Drug: Cyclophosphamide|Drug: Cytarabine|Drug: Daunorubicin hydrochloride|Drug: Dexamethasone|Drug: Doxorubicin hydrochloride|Drug: Etoposide phosphate|Drug: Mercaptopurine|Drug: Methotrexate|Drug: Methylprednisolone|Drug: Pegaspargase|Drug: Thioguanine|Drug: Vincristine sulfate|Radiation: Whole-brain radiation therapy","Universitätsklinikum Hamburg-Eppendorf","All","1 Year to 17 Years   (Child)","Phase 2|Phase 3","660","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","CDR0000686545|2009-012758-18","October 23, 2010","October 2010","September 2021","May 10, 2016","May 2016","No Study Results Posted","null","September 2016","Safety and efficacy of clofarabine combined with pegaspargase (phase II)|Incidence of infectious complications after administration of daunorubicin hydrochloride vs doxorubicin hydrochloride","https://ClinicalTrials.gov/show/NCT01228331"
2424,"NCT00185614","Mixed Chimera Allo Transplantation in Multiple Myeloma","Completed","No Results Available","Blood Cancer|Multiple Myeloma","Procedure: autologous then nonmyeloablative allogeneic transplant|Drug: cyclophosphamide|Drug: Melphalan|Drug: cyclosporin|Drug: Mycophenolate mofetil","Stanford University","All","18 Years to 70 Years   (Adult, Senior)","Phase 2","48","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","BMT109|75190","September 12, 2005","August 2000","April 2010","April 18, 2011","April 2011","No Study Results Posted","null","April 2009","Survival, event-free survival and relapse rate with an intent-to-treat analysis. Results will be compared to allogeneic HCT reported results.|Development of Graft Versus Host Disease (GVHD) in vaccinated patients|Development of GVHD in concurrent myeloma patients receiving allogeneic HCT at our institution who are not candidates for vaccination.","https://ClinicalTrials.gov/show/NCT00185614"
2425,"NCT01188174","Clofarabine/Ara-C Treatment Combined With Reduced-intensity Conditioning Allogeneic Stem Cell Transplantation for Acute Myeloid Leukemia in Primary Treatment Failure","Completed","No Results Available","AML","Drug: Clofarabine","Nantes University Hospital","All","18 Years to 55 Years   (Adult)","Phase 2","26","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","BRD 09/6-C","August 11, 2010","July 2010","December 2014","December 4, 2014","December 2014","No Study Results Posted","setric","December 2014","Evaluation of the survival rate at 2 years after transplantation","https://ClinicalTrials.gov/show/NCT01188174"
2426,"NCT00005585","Combination Chemotherapy in Treating Children With Acute Lymphoblastic Leukemia","Completed","No Results Available","Leukemia","Drug: cyclophosphamide|Drug: cytarabine|Drug: daunorubicin hydrochloride|Drug: dexamethasone|Drug: leucovorin calcium|Drug: mercaptopurine|Drug: methotrexate|Drug: pegaspargase|Drug: thioguanine|Drug: vincristine sulfate","Children's Oncology Group|National Cancer Institute (NCI)","All","1 Year to 9 Years   (Child)","Phase 3","838","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","9904|COG-P9904|POG-9904|CDR0000067657|NCI-2012-02321","May 2, 2000","April 2000","null","June 7, 2013","June 2013","No Study Results Posted","null","July 2007","Event-free survival|Occurrence of anticipated failures|Grade 3 or greater CNS toxicity rates assessed using NCI CTC version 2.0|Measures of laboratory factors (other than MRD)|Homocysteine levels","https://ClinicalTrials.gov/show/NCT00005585"
2427,"NCT02199301","Tolerance Induction in Living Donor Kidney Transplantation With Hematopoietic Stem Cell Transplantation","Recruiting","No Results Available","End Stage Renal Disease","Procedure: Transplantation Conditioning for BMT","Samsung Medical Center","All","18 Years and older   (Adult, Senior)","","6","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","2010-07-210","September 10, 2012","December 2011","December 2017","July 22, 2014","September 2012","No Study Results Posted","null","December 2015","Immune Suppression Withdrawal|Graft failure|Allograft Rejection","https://ClinicalTrials.gov/show/NCT02199301"
2428,"NCT01659151","Vemurafenib With Lymphodepletion Plus Adoptive Cell Transfer & High Dose IL-2 Metastatic Melanoma","Active, not recruiting","No Results Available","Metastatic Melanoma","Drug: High Dose Interleukin-2 (IL-2)|Procedure: ACT with TIL Infusion|Drug: Vemurafenib|Drug: Lymphodepletion","H. Lee Moffitt Cancer Center and Research Institute","All","18 Years and older   (Adult, Senior)","Phase 2","17","Other","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","MCC-16992","August 3, 2012","July 26, 2012","March 2018","May 22, 2017","May 2017","No Study Results Posted","null","March 2018","Overall Response (OR)|Drop Out Rate|Number of Participants with Progression Free Survival (PFS)","https://ClinicalTrials.gov/show/NCT01659151"
2429,"NCT00002989","Combination Chemotherapy With or Without Idarubicin and Peripheral Stem Cell Transplantation in Treating Patients With Leukemia or Myelodysplastic Syndrome","Unknown status","No Results Available","Leukemia|Lymphoma|Multiple Myeloma and Plasma Cell Neoplasm|Myelodysplastic Syndromes","Drug: busulfan|Drug: cyclophosphamide|Drug: idarubicin|Drug: melphalan|Radiation: radiation therapy","European Organisation for Research and Treatment of Cancer - EORTC|National Cancer Institute (NCI)","All","16 Years to 60 Years   (Child, Adult)","Phase 3","207","Other","Interventional","Allocation: Randomized|Primary Purpose: Treatment","CDR0000065526|EORTC-06962","November 1, 1999","March 1997","null","February 6, 2009","July 2007","No Study Results Posted","null","null","","https://ClinicalTrials.gov/show/NCT00002989"
2430,"NCT01526850","Efficacy and Safety Study of Allogenic Mesenchymal Stem Cells for Patients With Chronic Graft Versus Host Disease","Unknown status","No Results Available","Chronic Graft Versus Host Disease","Biological: Biological: mesenchymal stem cell|Drug: Cyclosporine and Glucocorticoid","Chinese Academy of Medical Sciences|Zhejiang University|Chinese PLA General Hospital|307 Hospital of PLA|Peking Union Medical College","All","2 Years to 60 Years   (Child, Adult)","Phase 2|Phase 3","100","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment","D07050701350701","February 1, 2012","February 2012","June 2014","August 1, 2012","February 2012","No Study Results Posted","MSCsTcGVHD","December 2013","The total Response rate defined as patients with complete and partial response|one-year survival rate|disease relapse|quality of life","https://ClinicalTrials.gov/show/NCT01526850"
2431,"NCT02495454","GA101-miniCHOP Regimen for the Treatment of Elderly Unfit Patients With Diffuse Large B-cell Non-Hodgkin's Lymphoma","Recruiting","No Results Available","CD20 Positive Diffuse Large B-cell Lymphoma|Elderly Unfit Patients","Drug: Ga101","Fondazione Italiana Linfomi ONLUS","All","65 Years and older   (Adult, Senior)","Phase 2","78","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","FIL_GAEL|2014-005697-10","June 8, 2015","May 2015","June 2020","August 24, 2016","August 2016","No Study Results Posted","FIL_GAEL","June 2018","Complete Response Rate (CRR)|Adverse Events (AEs)|Partial (PRR) and Overall Response Rate (ORR)|Overall Survival (OS)|Progression Free Survival (PFS)|Activities of daily living (ADL)|Instrumental Activities of Daily Living (IADL)|Cumulative Illness Rating Scale (CIRS)|Questionnaire for quality of life (EORTC QLQ C30)","https://ClinicalTrials.gov/show/NCT02495454"
2432,"NCT02169791","Nonmyeloablative Haploidentical Transplant Followed by MLN9708","Recruiting","No Results Available","Acute Leukemia|Chronic Leukemia|Myelodysplastic Syndrome|Lymphomas|Multiple Myeloma","Drug: MLN9708","Northside Hospital, Inc.|Millennium Pharmaceuticals, Inc.","All","18 Years and older   (Adult, Senior)","Phase 2","25","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Prevention","NSH 1074|X16035","June 19, 2014","September 2014","June 2020","December 12, 2016","December 2016","No Study Results Posted","null","December 2017","Incidence of Relapse and progression|Overall Survival|Event Free|Non-relapsed mortality|Graft-versus-host disease","https://ClinicalTrials.gov/show/NCT02169791"
2433,"NCT00113932","UARK 2003-41: A Study of High-Dose Density Therapy in Patients With Multiple Myeloma","Completed","No Results Available","Multiple Myeloma","Procedure: High-Dose Density Therapy","University of Arkansas","All","18 Years and older   (Adult, Senior)","Phase 2","140","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","UARK 2003-41","June 10, 2005","December 2003","July 2010","September 1, 2011","September 2011","No Study Results Posted","null","February 2009","To evaluate whether high-dose density treatment during the initial seven months, including tandem transplants within six months after starting therapy, results in superior event-free and overall survival rates as compared to historical controls.|To evaluate the ability of pegfilgrastim to mobilize stem cells when administered following DTPACE in MM patients with active disease, compared to historical controls mobilized with DTPACE and either GM-CSF or G-CSF.","https://ClinicalTrials.gov/show/NCT00113932"
2434,"NCT00113828","Non-Myeloablative HLA-Matched Ex-Vivo T-cell Depleted Stem Cell Transplantation for Hematologic Malignancies","Terminated","No Results Available","Lymphoma|Leukemia|Multiple Myeloma|Myelodysplastic Syndrome","Procedure: Non-myeloablative Ex-Vivo T-cell Depleted PBSC Transplant|Procedure: T-cell depleted peripheral blood stem cell transplant","Massachusetts General Hospital|Dana-Farber Cancer Institute","All","18 Years to 65 Years   (Adult)","Phase 2","5","Other","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","04-222","June 10, 2005","December 2004","March 2007","March 28, 2017","December 2007","No Study Results Posted","null","March 2007","To evaluate the risks of severe (grade III/IV) GVHD or transplant related mortality at < 100 days following HLA-matched non-myeloablative stem cell transplantation (or following ""prophylactic"" DLI given for chimerism conversion).|To evaluate the incidence of acute and chronic GVHD.|To evaluate the incidence of graft loss.|To evaluate progression free and overall survival.","https://ClinicalTrials.gov/show/NCT00113828"
2435,"NCT02991898","Treg Cell With IL-2 to Suppress aGVHD Umbilical Cord Blood Transplantation","Recruiting","No Results Available","Hematological Malignancy","Biological: Infusion of Treg","Masonic Cancer Center, University of Minnesota","All","18 Years to 75 Years   (Adult, Senior)","Phase 2","10","Other","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","2016LS107|MT2016-17","December 7, 2016","February 16, 2017","January 2025","February 23, 2017","February 2017","No Study Results Posted","null","January 2025","Efficacy of Intervention|Feasibility of this protocol in preparation for future larger scale studies|Grade II-IV aGVHD|Treatment related mortality (TRM)|Relapse|Incidence of viral and fungal infections|Detectable Treg cells|Immune reconstitution|Toxicity|Treg Survival","https://ClinicalTrials.gov/show/NCT02991898"
2436,"NCT02996617","PEG-rhG-CSF in Patients With Non-Hodgkin Lymphoma Receiving Chemotherapy to Prevent Neutropenia","Recruiting","No Results Available","Lymphoma,Non-Hodgkin","Drug: rhG-CSF regimen|Drug: Pegylated rhG-CSF regimen","Shandong Provincial Hospital","All","18 Years to 80 Years   (Adult, Senior)","Phase 4","240","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single Blind (Outcomes Assessor)|Primary Purpose: Treatment","ShandongPH02","November 19, 2016","November 2016","December 2018","December 15, 2016","December 2016","No Study Results Posted","null","November 2018","Rate of grade 3/4 neutropenia（neutrophils≤1×10^ 9/L） in every cycle|Rate of the chemotherapy delay|Rate of the febrile neutropenia in every cycle","https://ClinicalTrials.gov/show/NCT02996617"
2437,"NCT00005977","Combination Chemotherapy in Treating Patients With Non-Hodgkin's Lymphoma or Acute Lymphocytic Leukemia","Completed","No Results Available","Leukemia|Lymphoma","Biological: filgrastim|Drug: cyclophosphamide|Drug: cytarabine|Drug: dexamethasone|Drug: doxorubicin hydrochloride|Drug: etoposide|Drug: ifosfamide|Drug: leucovorin calcium|Drug: methotrexate|Drug: vincristine sulfate","Children's Oncology Group|National Cancer Institute (NCI)","All","up to 22 Years   (Child, Adult)","Phase 3","83","Other|NIH","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","9917|COG-9917|CDR0000067965","July 5, 2000","September 2000","September 2006","August 19, 2013","August 2013","No Study Results Posted","null","March 2004","Event-free survival","https://ClinicalTrials.gov/show/NCT00005977"
2438,"NCT00004114","Chemotherapy Plus Peripheral Stem Cell Transplantation in Treating Patients With Advanced Hematologic Cancer","Withdrawn","No Results Available","Leukemia|Lymphoma|Myelodysplastic Syndromes","Biological: filgrastim|Drug: cyclophosphamide|Drug: cytarabine|Drug: fludarabine phosphate|Procedure: peripheral blood stem cell transplantation","Jonsson Comprehensive Cancer Center|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Senior)","Phase 1","0","Other|NIH","Interventional","Primary Purpose: Treatment","CDR0000067340|P30CA016042|UCLA-9902026|NCI-G99-1603","December 10, 1999","null","null","September 30, 2015","July 2012","No Study Results Posted","null","null","","https://ClinicalTrials.gov/show/NCT00004114"
2439,"NCT02672501","A Study to Assess CD19-targeted Immunotherapy T Cells in Patients With Relapsed or Refractory CD19+ B Cell Leukemia","Recruiting","No Results Available","Leukemia, B-Cell","Drug: anti-CD19-CAR-T cells","Shanghai GeneChem Co., Ltd.","All","1 Year to 70 Years   (Child, Adult, Senior)","Phase 1|Phase 2","30","Industry","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","Genechem","January 25, 2016","January 2016","December 2019","February 1, 2016","February 2016","No Study Results Posted","null","June 2018","Number of patients with adverse event|Number of patients with tumor response|Detection of transferred T cells in the circulation using quantitative -PCR","https://ClinicalTrials.gov/show/NCT02672501"
2440,"NCT02926833","A Study Evaluating KTE-C19 in Combination With Atezolizumab in Subjects With Refractory Diffuse Large B-Cell Lymphoma (DLBCL)","Recruiting","No Results Available","Refractory Diffuse Large B Cell Lymphoma","Biological: KTE-C19|Drug: atezolizumab (anti-PD-L1)","Kite Pharma, Inc.|Genentech, Inc.","All","18 Years and older   (Adult, Senior)","Phase 1|Phase 2","31","Industry","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","KTE-C19-106","October 5, 2016","September 2016","June 2023","February 1, 2017","November 2016","No Study Results Posted","ZUMA-6","June 2018","Phase 1: Safety (Incidence of adverse events defined as dose-limiting toxicities (DLT))|Phase 2: Complete Response Rate|Objective response rate (complete response [CR] + partial response [PR])|Duration of Response|Progression Free Survival|Overall Survival|Safety (Incidence of adverse events and clinically significant changes in safety lab values.)","https://ClinicalTrials.gov/show/NCT02926833"
2441,"NCT00807196","Zevalin With Non Myeloablative Allogeneic Stem Cell Transplantation in Patients With Non Hodgkin Lymphoma","Unknown status","No Results Available","Non-Hodgkins Lymphoma","Drug: Rituximab|Drug: 90Y ibritumomab tiuxetan (Zevalin)|Drug: Cyclophosphamide|Drug: Fludarabine|Other: Non myeloablative allogeneic stem cell transplantation","Maisonneuve-Rosemont Hospital|Bayer","All","18 Years to 65 Years   (Adult)","Phase 1|Phase 2","20","Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","ZEV0701","December 10, 2008","September 2008","December 2012","December 10, 2008","December 2008","No Study Results Posted","null","December 2011","Engraftment, chimerism, transplant related toxicity, acute and chronic GVHD|Overall response rate, overall and disease free survival","https://ClinicalTrials.gov/show/NCT00807196"
2442,"NCT02846584","a Clinical Research of Sequential CAR-T Bridging HSCT in the Treatment of Relapse/Refractory B-cell Malignancies","Active, not recruiting","No Results Available","Lymphoma, Large B-Cell, Diffuse|Leukemia, Lymphocytic, Chronic, B-Cell|Lymphoma，Malignant","Biological: CD19 or CD20 CAR T cells briging HSCT","Southwest Hospital, China","All","14 Years to 75 Years   (Child, Adult, Senior)","Phase 2","100","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","Southwest Hospital，China","July 25, 2016","July 2016","December 2019","September 6, 2016","July 2016","No Study Results Posted","null","December 2019","Overall survival rate of patients treated with anti-CD19 or anti-CD20 CAR T cells|Treatment response rate of anti-CD19 CAR T cell infusion|Number of patients with adverse events","https://ClinicalTrials.gov/show/NCT02846584"
2443,"NCT02625480","A Multi-Center Study Evaluating KTE-C19 in Pediatric and Adolescent Subjects With Relapsed/Refractory B-precursor Acute Lymphoblastic Leukemia","Recruiting","No Results Available","Acute Lymphoblastic Leukemia","Biological: KTE-C19","Kite Pharma, Inc.","All","2 Years to 21 Years   (Child, Adult)","Phase 1|Phase 2","75","Industry","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","KTE-C19-104","December 5, 2015","December 2015","null","March 21, 2017","January 2017","No Study Results Posted","ZUMA-4","June 2017","Phase 1: Safety (Incidence of adverse events defined as dose-limiting toxicities (DLT)|Phase 2: Overall complete remission rate|Duration of Remission|Minimum Residual Disease Negative Remission Rate|Allogeneic Stem Cell Transplant Rate|Overall Survival","https://ClinicalTrials.gov/show/NCT02625480"
2444,"NCT02614066","A Study Evaluating KTE-C19 in Adult Subjects With Relapsed/Refractory B-precursor Acute Lymphoblastic Leukemia (r/r ALL) (ZUMA-3)","Recruiting","No Results Available","Acute Lymphoblastic Leukemia","Biological: KTE-C19","Kite Pharma, Inc.","All","18 Years and older   (Adult, Senior)","Phase 1|Phase 2","75","Industry","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","KTE-C19-103","November 23, 2015","November 2015","null","March 21, 2017","September 2016","No Study Results Posted","ZUMA-3","March 2017","Phase 1: Safety (Incidence of adverse events defined as dose-limiting toxicities (DLT)|Phase 2: Overall complete remission rate|Duration of Remission|Minimum Residual Disease Negative Remission Rate|Allogeneic Stem Cell Transplant Rate|Overall Survival","https://ClinicalTrials.gov/show/NCT02614066"
2445,"NCT02348216","A Phase 1-2 Multi-Center Study Evaluating KTE-C19 in Subjects With Refractory Aggressive Non-Hodgkin Lymphoma (ZUMA-1)","Recruiting","No Results Available","Refractory Diffuse Large B Cell Lymphoma|Refractory Primary Mediastinal B Cell Lymphoma|Refractory Transformed Follicular Lymphoma|Relapsed/Refractory Transplant Ineligible Diffuse Large B Cell Lymphoma|Relapsed/Refractory Transplant Ineligible Primary Mediastinal B Cell Lymphoma|Relapsed/Refractory Transplant Ineligible Transformed Follicular Lymphoma","Biological: KTE-C19","Kite Pharma, Inc.","All","18 Years and older   (Adult, Senior)","Phase 1|Phase 2","142","Industry","Interventional","Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment","KTE-C19-101","January 22, 2015","January 2015","null","May 1, 2017","May 2017","No Study Results Posted","ZUMA-1","March 2017","Phase 1: Safety (Incidence of adverse events defined as dose-limiting toxicities (DLT)|Phase 2: Overall Response Rate|Duration of Response|Progression Free Survival|Overall Survival|Safety","https://ClinicalTrials.gov/show/NCT02348216"
2446,"NCT02728271","Immuno-ablation With Chemoimmunoradiation and Autologous Stem Cell Transplant for Churg-Strauss Syndrome","Not yet recruiting","No Results Available","Churg-Strauss Syndrome","Biological: HPC cell infusion","Seah H Lim, MD, PhD|University of Pittsburgh","All","18 Years to 60 Years   (Adult)","Early Phase 1","5","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","15-146","March 14, 2016","August 2016","August 2025","March 30, 2016","March 2016","No Study Results Posted","null","August 2021","number of patients with adverse events during treatment|hematologic recovery|graft failure rate|resolution of eosinophilia","https://ClinicalTrials.gov/show/NCT02728271"
2447,"NCT02619630","Multicenter Study of Risk-adapted Treatment for T-lineage ALL of Young Adults (18-59 Years Old)","Recruiting","No Results Available","T-cell Adult Acute Lymphoblastic Leukemia","Drug: nelarabine","Assistance Publique - Hôpitaux de Paris","All","18 Years to 59 Years   (Adult)","Phase 2","275","Other","Interventional","Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Treatment","AOM12629_2","November 25, 2015","December 2015","December 2025","June 23, 2016","June 2016","No Study Results Posted","GRAALL-2014/T","December 2020","Disease free survival (DFS)|Overall survival|Cumulative incidence of relapse|Non relapse mortality (NRM)|Disease free survival censored at allograft in first complete remission (CR)|Cumulative incidence of relapse censored at allograft in first complete remission (CR)|Overall survival censored at allograft in first complete remission (CR)|Non relapse mortality (NRM) censored at allograft in first complete remission (CR)|Minimal residual disease (MRD)|Proportion of patients having received the 5 cycles of nelarabine","https://ClinicalTrials.gov/show/NCT02619630"
